Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Мерчендайзер,77,от 180 000 KZT до вычета налогов,ТОО RG Brands Kazakhstan,Вакансия опубликована 29 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Работа в команде;Мерчендайзинг;Контроль сроков годности;,https://almaty.hh.kz/vacancy/81243064,,
Специалист клиентской поддержки,121,от 183 000 KZT до вычета налогов,Компания maxim,Вакансия опубликована 29 мая 2023 в Петропавловске,"Петропавловск, Индустриальный проезд, 2А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/77080776,,
Секретарь,40,от 140 000 до 150 000 KZT на руки,ТОО CARAT,Вакансия опубликована 13 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80386115,,
Мерчендайзер,77,от 150 000 KZT на руки,"АО CASPIAN beverage holding, АО",Вакансия опубликована 29 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80556752,,
Специалист по связям с общественностью,2,от 150 000 до 180 000 KZT на руки,АО СЕВКАЗЭНЕРГО,Вакансия опубликована 26 мая 2023 в Петропавловске,"Петропавловск, улица Жамбыла Жабаева, 215",полный день,Полная занятость,PR;Анализ PR стратегии конкурентов;Медиа-мониторинг;Антикризисные коммуникации;Электронные СМИ;Продвинутый пользователь ПК;Организация PR кампаний;Грамотная устная и письменная речь;Работа со СМИ;SMM;Копирайтинг;MS PowerPoint;Социальные сети;Креативность;Ведение групп в социальных сетях;Продвижение мероприятий компании в социальных сетях;Cоциальная реклама;Разработка PR стратегии;Организация мероприятий;Деловая коммуникация;Анкетирование;Adobe Photoshop;Организация благотворительных мероприятий;Контакты с журналистами;Общественные организации;навыки межличностного делового общения;Умение работать в условиях многозадачности;Обработка фото;Ведение социальных сетей;Деловое лидерство;,https://almaty.hh.kz/vacancy/79818431,,Менеджмент
Электромонтажник/монтажник,143,от 395 000 до 620 000 KZT на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 28 мая 2023 в Петропавловске,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/77697958,,Сервисное обслуживание/производство
Приёмщик молока,40,з/п не указана,"Евразиан Фудс Корпорэйшн, АО",Вакансия опубликована 26 мая 2023 в Петропавловске,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81092478,,
Пекарь-кондитер,94,от 160 000 до 210 000 KZT на руки,ТОО Vizavi company,Вакансия опубликована 17 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Высокий уровень самоорганизации;Ориентация на результат;Умение работать в команде;Непрерывное производство;,https://almaty.hh.kz/vacancy/79362794,,
Торговый представитель,129,от 400 000 KZT до вычета налогов,"Евразиан Фудс Корпорэйшн, АО",Вакансия опубликована 10 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80215978,,
Специалист по сопровождению 1С,40,от 250 000 до 300 000 KZT на руки,ТОО CARAT,Вакансия опубликована 1 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79949654,,
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Петропавловске,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239874,,
Медицинский представитель,65,от 180 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 17 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80547713,,Медицина
Помощник машиниста электропоезда,63,от 65 000 до 95 000 руб. до вычета налогов,АО Центральная ППК,Вакансия опубликована 18 мая 2023 в Петропавловске,Алматы,сменный график,Полная занятость,Грамотная речь;Обучение и развитие;Работа с людьми;Работа в режиме многозадачности;Работа в команде;,https://almaty.hh.kz/vacancy/76213836,,
Менеджер сектора операционного обслуживания физических лиц операционного управления,40,от 100 000 до 130 000 KZT на руки,АО Нурбанк,Вакансия опубликована 10 мая 2023 в Петропавловске,"Петропавловск, улица Абая, 80А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80215455,,
Менеджер по коммуникациям,71,от 400 000 KZT на руки,ТОО ПРОВИАНТ ГРУП ДИСТРИБЬЮШН,Вакансия опубликована 12 мая 2023 в Петропавловске,"Петропавловск, Универсальная улица, 1",гибкий график,Полная занятость,Маркетинговые коммуникации;Организаторские навыки;Деловое общение;Деловая коммуникация;,https://almaty.hh.kz/vacancy/80355051,,Менеджмент
Специалист службы организационно-контрольной работы и документационного обеспечения-помощник ректора,40,от 120 000 до 130 000 KZT на руки,НАО СКУ ИМ. М. КОЗЫБАЕВА,Вакансия опубликована 2 мая 2023 в Петропавловске,"Петропавловск, улица Пушкина, 86",полный день,Полная занятость,Пользователь ПК;Делопроизводство;Грамотность;Точность и внимательность к деталям;Высшее образование;,https://almaty.hh.kz/vacancy/79960405,,
Мастер по замене масел ( Автомеханик ),5,от 180 000 до 350 000 KZT на руки,ТОО Мунай Трейд Сервис Норд,Вакансия опубликована 29 мая 2023 в Петропавловске,"Петропавловск, улица Мира, 218",полный день,Полная занятость,"Ответственность и исполнительность;умение проявлять внимание, заинтересованность, дружелюбие;планировать и оптимально организовать рабочий процесс;Желание работать и зарабатывать;",https://almaty.hh.kz/vacancy/81235087,,Сервисное обслуживание/производство
Стажер в отдел продаж,154,от 150 000 до 500 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 16 мая 2023 в Петропавловске,"Петропавловск, улица Карима Сутюшева, 60",полный день,Полная занятость,Ведение переговоров;Деловое общение;Развитие продаж;,https://almaty.hh.kz/vacancy/75928229,,Финансы
Территориальный агент (Beeline),40,от 100 000 до 250 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 23 мая 2023 в Петропавловске,Алматы,полный день,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/76496858,,
Специалист отдела кадров,117,от 150 000 до 187 500 KZT до вычета налогов,ТОО Швейная фабрика Прогресс,Вакансия опубликована 27 мая 2023 в Петропавловске,"Петропавловск, Интернациональная улица, 2",полный день,Полная занятость,"Документооборот;Деловая переписка;Электронный документооборот;Работа с оргтехникой;входящая документация;Штатное расписание;Ответственность и пунктуальность;Опытный пользовать ПК;Работа с компьютером;Коммуникабельность, активная жизненная позиция;Опытный пользовать ПК, знание MS Office;Умение легко находить контакт с людьми;Кадровое делопроизводство;",https://almaty.hh.kz/vacancy/80359805,,Менеджмент
Удаленный сотрудник по работе с клиентами,40,от 100 000 до 160 000 KZT до вычета налогов,ТОО Oktrening,Вакансия опубликована 29 мая 2023 в Петропавловске,Алматы,удаленная работа,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Деловое общение;,https://almaty.hh.kz/vacancy/79196853,,
Бухгалтер по расчету заработной платы,18,от 200 000 KZT до вычета налогов,ТОО НурСен Агро,Вакансия опубликована 28 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80214151,,Финансы
Инженер по охране труда и технике безопасности,45,от 200 000 KZT на руки,ТОО НурСен Агро,Вакансия опубликована 28 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Охрана труда;Обеспечение техники безопасности;Охрана труда и техника безопасности;,https://almaty.hh.kz/vacancy/80242393,,Сервисное обслуживание/производство
Заместитель заведующего производством,94,з/п не указана,ТОО MAGNUM. Команда магазинов/Дүкендер командасы,Вакансия опубликована 11 мая 2023 в Петропавловске,"Петропавловск, улица Муканова, 53",полный день,Полная занятость,Грамотность;Работа с людьми;Умение изучать;Выносливость;Желание обучаться;Умение проявлять гибкость;,https://almaty.hh.kz/vacancy/80301853,,
Специалист по лицензированию и сертификации,40,от 165 000 KZT до вычета налогов,"Завод им.С.М.Кирова, АО",Вакансия опубликована 3 мая 2023 в Петропавловске,"Петропавловск, Партизанская улица, 48",полный день,Полная занятость,Пользователь ПК;Умение работать в команде;Поиск информации в интернет;Ответственный подход к работе;Работа с ПК;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80035638,,
Медицинский представитель,65,от 180 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 25 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80996485,,Медицина
Контролер,40,от 100 000 до 110 000 KZT на руки,АО TECHNODOM Operator (Технодом Оператор),Вакансия опубликована 16 мая 2023 в Петропавловске,Алматы,сменный график,Полная занятость,Охрана объекта;способность обучать других;умение работать в команде;Технические системы и средства безопасности;,https://almaty.hh.kz/vacancy/80022160,,
Бухгалтер по расходам,18,от 220 000 до 300 000 KZT до вычета налогов,ТОО Швейная фабрика Прогресс,Вакансия опубликована 27 мая 2023 в Петропавловске,"Петропавловск, Интернациональная улица, 2",полный день,Полная занятость,1 С: Предприятие;Расстановка приоритетов;Кредиторская задолженность;Работа с большим объемом информации;Продуктивность;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/80018828,,Финансы
Ветеринарный врач,19,з/п не указана,ТОО Булаево Агро,Вакансия опубликована 27 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80040633,,Медицина
Бухгалтер материального стола,18,от 200 000 до 250 000 KZT до вычета налогов,ТОО Швейная фабрика Прогресс,Вакансия опубликована 27 мая 2023 в Петропавловске,"Петропавловск, Интернациональная улица, 2",полный день,Полная занятость,Сверка взаиморасчетов с поставщиками товаров и услуг;Работа с дебиторской задолженностью;1С: Предприятие 8;реализация товаров и услуг;Контроль дебиторской задолженности;Списание ТМЦ;Основные средства;Учет поступающих ТМЦ;,https://almaty.hh.kz/vacancy/80018837,,Финансы
Помощник технолога,93,от 200 000 KZT на руки,ТОО Швейная фабрика Прогресс,Вакансия опубликована 27 мая 2023 в Петропавловске,"Петропавловск, Интернациональная улица, 2",полный день,Полная занятость,Английский язык (Upper-Intermediate);Работа с компьютером;Уверенный пользователь ПК;Умение организовать работу;Стремление развиваться;,https://almaty.hh.kz/vacancy/80050468,,
Оператор заправочных станций,85,от 55 000 до 65 000 KZT до вычета налогов,ТОО QazaqOil (PetroRetail),Вакансия опубликована 17 мая 2023 в Петропавловске,Алматы,сменный график,Полная занятость,Работа в команде;,https://almaty.hh.kz/vacancy/77067148,,Сервисное обслуживание/производство
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 25 мая 2023 в Петропавловске,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79890403,,
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Петропавловске,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255605,,IT
Мясник,40,з/п не указана,ТОО MAGNUM. Защита активов и предотвращение потерь/Активтерді қорғау және шығындарды болдырмау,Вакансия опубликована 11 мая 2023 в Петропавловске,"Петропавловск, улица Валиханова, 56",полный день,Полная занятость,Работа в команде;Грамотная речь;Контроль качества;Ориентация на результат;Массовое производство;Дружелюбность;Чистоплотность;Сосредоточенность;Способность быстро обучаться;Домашняя кухня;Умение изучать;Умение управлять временем;,https://almaty.hh.kz/vacancy/80280372,,
Шиномонтажник,40,з/п не указана,ТОО ЭЙКОС,Вакансия опубликована 15 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/72442893,,
Электромонтер по эксплуатации распределительных сетей,144,з/п не указана,АО Северо-Казахстанская Распределительная Электросетевая Компания,Вакансия опубликована 23 мая 2023 в Петропавловске,"Петропавловск, улица Аягана Шажимбаева, 144",полный день,Полная занятость,Работа в команде;знание ПТБ и ПТЭ;,https://almaty.hh.kz/vacancy/80855649,,Сервисное обслуживание/производство
Машинист бульдозера,63,от 130 000 до 130 000 руб. на руки,ООО Дорожно-строительный трест № 1,Вакансия опубликована 22 мая 2023 в Петропавловске,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/79700282,,
Тайный проверяющий,40,от 100 000 до 150 000 KZT до вычета налогов,ООО 4Service Holdings GmbH,Вакансия опубликована 21 мая 2023 в Петропавловске,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80779344,,
Бухгалтер,18,от 225 000 KZT на руки,ТОО Петропавл Экспресс Логистика,Вакансия опубликована 15 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Грамотная устная и письменная речь;Excel;навыки ведения бухгалтерского и налогового учета;Первичная бухгалтерская документация;Бухгалтерский учет;Банк-клиент;Налоговая отчетность;,https://almaty.hh.kz/vacancy/80402653,,Финансы
Помощник воспитателя,40,от 92 000 до 104 000 KZT до вычета налогов,ТОО Ашық Аспан-2,Вакансия опубликована 22 мая 2023 в Петропавловске,"Петропавловск, улица Нурсултана Назарбаева, 221",полный день,Полная занятость,Умение работать с детьми;Терпеливость;Чистоплотность;,https://almaty.hh.kz/vacancy/80795749,,
Инструктор - аниматор,13,от 115 000 до 160 000 KZT на руки,ИП АХМЕТОВН.Г,Вакансия опубликована 29 мая 2023 в Петропавловске,Петропавловск,гибкий график,Полная занятость,Работа в команде;Организаторские навыки;Грамотная речь;Организация мероприятий;,https://almaty.hh.kz/vacancy/81200068,,
Работник цеха,85,от 180 000 до 250 000 KZT на руки,ТОО World Pak,Вакансия опубликована 24 мая 2023 в Петропавловске,"Петропавловск, Индустриальная улица, 12",полный день,Полная занятость,Работа в команде;Умение эффективно планировать свое время;Стремление к саморазвитию;Нацелен на результат;Работа в коллективе;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80923792,,Сервисное обслуживание/производство
Контролер Службы безопасности,40,з/п не указана,ТОО Машиностроительный завод Казтехмаш,Вакансия опубликована 25 мая 2023 в Петропавловске,"Петропавловск, Парковая улица, 57А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81034490,,
Руководитель отдела продаж,106,от 500 000 KZT на руки,ТОО Арида-Софт,Вакансия опубликована 5 мая 2023 в Петропавловске,"Петропавловск, улица Мира, 215",полный день,Полная занятость,Активные продажи;Ведение переговоров;Деловое общение;Выявление потребностей;Грамотная речь;Навыки продаж;Заключение договоров;,https://almaty.hh.kz/vacancy/80131278,,
Менеджер по железнодорожной отгрузке,67,от 200 000 KZT на руки,ТОО Петропавл Экспресс Логистика,Вакансия опубликована 15 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,"Умение работать в команде;Мобильность;Планирование карьеры;Работа с документами;Грамотная речь;Работа в условиях многозадачности;Коммуникабельность, ответственность;Ответственность и пунктуальность;",https://almaty.hh.kz/vacancy/80437160,,
Менеджер по продажам,68,от 100 000 до 300 000 KZT до вычета налогов,ИП Бондарцев П.М.,Вакансия опубликована 12 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,Навыки телефонных продаж;Поиск и привлечение клиентов;Подготовка коммерческих предложений;Деловое общение;Поиск информации в интернет;Навыки переговоров;Навыки работы с возражениями;,https://almaty.hh.kz/vacancy/80357903,,Менеджмент
Менеджер по Маркетплейсам,40,от 120 000 до 150 000 KZT на руки,ИП Аушахметов Т.Ш,Вакансия опубликована 2 мая 2023 в Петропавловске,Петропавловск,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79971106,,
Эксперт по проведению комплексной вневедомственной экспертизы в РК 87714236418,48,з/п не указана,ТОО АртМонолитПроект,Вакансия опубликована 26 мая 2023 в Петропавловске,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/78561938,,Сервисное обслуживание/производство
Главный бухгалтер,18,от 180 000 до 280 000 KZT до вычета налогов,ТОО Проспект-Норд,Вакансия опубликована 12 мая 2023 в Петропавловске,"Петропавловск, Интернациональная улица, 100",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80340051,,Финансы
Преподаватель английского языка,132,з/п не указана,ТОО Opportunity Language School,Вакансия опубликована 7 мая 2023 в Петропавловске,"Петропавловск, улица Нурсултана Назарбаева, 163",полный день,Полная занятость,Клиентоориентированность;преподавание английского языка;Креативность;,https://almaty.hh.kz/vacancy/80182194,,
Монтажник (ученик монтажника) GPS оборудования,111,от 140 000 до 270 000 KZT до вычета налогов,ТОО СК-Транк,Вакансия опубликована 4 мая 2023 в Петропавловске,"Петропавловск, улица Конституции Казахстана, 34",полный день,Полная занятость,"Начальные знания электрооборудования,;Обучаемость;",https://almaty.hh.kz/vacancy/80099036,,Сервисное обслуживание/производство
Администратор медицинского центра,8,от 150 000 до 170 000 KZT до вычета налогов,ТОО NewLife Diagnostic,Вакансия опубликована 2 мая 2023 в Петропавловске,"Петропавловск, улица Карима Сутюшева, 60",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Работа с оргтехникой;Грамотность;Коммуникабельность;,https://almaty.hh.kz/vacancy/79974843,,
Юрист начального уровня,146,от 120 000 до 120 000 KZT на руки,ТОО СК КАЧЕСТВО,Вакансия опубликована 2 мая 2023 в Петропавловске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79991260,,
